cluster,cluster_majority_domain,cluster_purity,cluster_n_gt_measures,cluster_n_domains
757,Living Well,1.0,2,1
758,Living Well,1.0,1,1
759,"People, Work & Living Conditions",1.0,1,1
76,"People, Work & Living Conditions",1.0,1,1
760,Health & Safety,1.0,1,1
761,Health & Safety,1.0,1,1
762,"People, Work & Living Conditions",1.0,4,1
764,"People, Work & Living Conditions",1.0,2,1
765,"People, Work & Living Conditions",1.0,1,1
767,"People, Work & Living Conditions",1.0,1,1
768,"People, Work & Living Conditions",1.0,1,1
769,"People, Work & Living Conditions",1.0,5,1
77,"People, Work & Living Conditions",1.0,1,1
770,"People, Work & Living Conditions",1.0,1,1
771,Environment & Natural Resources and Production,1.0,1,1
772,Environment & Natural Resources and Production,1.0,1,1
773,Health & Safety,1.0,1,1
775,Health & Safety,1.0,1,1
776,Health & Safety,1.0,1,1
777,"People, Work & Living Conditions",0.6666666666666666,3,2
778,Learning & Education,1.0,4,1
779,"People, Work & Living Conditions",1.0,1,1
780,"People, Work & Living Conditions",1.0,1,1
781,"People, Work & Living Conditions",1.0,2,1
782,Environment & Natural Resources and Production,1.0,4,1
783,Environment & Natural Resources and Production,1.0,1,1
784,"People, Work & Living Conditions",1.0,1,1
785,"People, Work & Living Conditions",1.0,1,1
786,"People, Work & Living Conditions",1.0,1,1
787,"People, Work & Living Conditions",1.0,2,1
788,Health & Safety,1.0,1,1
789,Environment & Natural Resources and Production,1.0,1,1
79,Learning & Education,1.0,1,1
790,"People, Work & Living Conditions",1.0,2,1
791,"People, Work & Living Conditions",1.0,1,1
792,"People, Work & Living Conditions",1.0,1,1
793,"People, Work & Living Conditions",1.0,1,1
794,"People, Work & Living Conditions",1.0,1,1
795,"People, Work & Living Conditions",1.0,1,1
796,Money & Markets,1.0,1,1
797,"People, Work & Living Conditions",1.0,1,1
798,"People, Work & Living Conditions",1.0,1,1
799,Environment & Natural Resources and Production,1.0,1,1
8,Transports,1.0,1,1
80,"People, Work & Living Conditions",1.0,3,1
800,"People, Work & Living Conditions",1.0,2,1
801,"People, Work & Living Conditions",1.0,1,1
802,Transports,1.0,1,1
804,Health & Safety,1.0,1,1
805,Health & Safety,1.0,1,1
806,Health & Safety,1.0,1,1
807,Health & Safety,1.0,1,1
809,Money & Markets,1.0,1,1
81,"People, Work & Living Conditions",1.0,4,1
810,Environment & Natural Resources and Production,1.0,1,1
811,Money & Markets,1.0,1,1
812,Environment & Natural Resources and Production,1.0,2,1
813,Health & Safety,1.0,2,1
815,Health & Safety,1.0,1,1
816,Health & Safety,1.0,1,1
818,"People, Work & Living Conditions",1.0,1,1
819,Environment & Natural Resources and Production,1.0,1,1
82,"People, Work & Living Conditions",1.0,2,1
820,Money & Markets,1.0,20,1
821,Environment & Natural Resources and Production,1.0,1,1
822,Environment & Natural Resources and Production,1.0,3,1
824,Environment & Natural Resources and Production,1.0,1,1
825,Environment & Natural Resources and Production,1.0,1,1
826,Money & Markets,1.0,8,1
827,Environment & Natural Resources and Production,1.0,6,1
828,Environment & Natural Resources and Production,1.0,1,1
829,Environment & Natural Resources and Production,1.0,1,1
83,Money & Markets,1.0,1,1
830,Environment & Natural Resources and Production,1.0,1,1
831,Environment & Natural Resources and Production,1.0,1,1
832,Money & Markets,1.0,1,1
833,"People, Work & Living Conditions",1.0,1,1
834,Environment & Natural Resources and Production,1.0,1,1
836,"People, Work & Living Conditions",1.0,1,1
837,"People, Work & Living Conditions",1.0,1,1
838,Health & Safety,1.0,1,1
839,Environment & Natural Resources and Production,1.0,2,1
84,Transports,1.0,1,1
840,Environment & Natural Resources and Production,1.0,1,1
841,Learning & Education,1.0,1,1
842,Learning & Education,1.0,1,1
843,Learning & Education,1.0,12,1
844,Environment & Natural Resources and Production,1.0,1,1
845,Money & Markets,1.0,1,1
847,Money & Markets,1.0,2,1
848,Money & Markets,1.0,1,1
849,Learning & Education,1.0,1,1
85,Tech & Innovation,1.0,1,1
850,Tech & Innovation,1.0,1,1
851,Transports,1.0,10,1
853,Transports,1.0,1,1
854,Transports,1.0,1,1
855,Transports,1.0,1,1
856,Environment & Natural Resources and Production,1.0,1,1
858,Learning & Education,1.0,1,1
859,Learning & Education,1.0,1,1
860,Learning & Education,1.0,1,1
861,Environment & Natural Resources and Production,1.0,1,1
863,Money & Markets,1.0,2,1
864,Money & Markets,1.0,4,1
865,Health & Safety,1.0,1,1
866,Environment & Natural Resources and Production,1.0,1,1
867,Environment & Natural Resources and Production,1.0,5,1
868,"People, Work & Living Conditions",1.0,4,1
869,Tech & Innovation,1.0,3,1
87,Money & Markets,1.0,6,1
870,"People, Work & Living Conditions",1.0,1,1
871,Health & Safety,1.0,4,1
872,"People, Work & Living Conditions",1.0,6,1
874,"People, Work & Living Conditions",1.0,2,1
875,"People, Work & Living Conditions",1.0,1,1
876,Health & Safety,1.0,1,1
877,Money & Markets,1.0,1,1
878,Environment & Natural Resources and Production,1.0,1,1
879,Tech & Innovation,1.0,1,1
88,Money & Markets,1.0,2,1
881,Tech & Innovation,1.0,1,1
882,Tech & Innovation,1.0,1,1
883,"People, Work & Living Conditions",1.0,2,1
884,Money & Markets,1.0,1,1
885,Environment & Natural Resources and Production,1.0,1,1
886,Money & Markets,1.0,9,1
887,Money & Markets,1.0,1,1
888,"People, Work & Living Conditions",1.0,1,1
889,Transports,1.0,4,1
89,Money & Markets,1.0,1,1
890,Transports,1.0,1,1
891,Transports,1.0,3,1
892,Transports,1.0,1,1
893,Transports,1.0,1,1
894,Transports,1.0,1,1
895,Transports,1.0,1,1
896,Environment & Natural Resources and Production,1.0,1,1
897,Environment & Natural Resources and Production,1.0,1,1
898,Tech & Innovation,1.0,1,1
899,Environment & Natural Resources and Production,1.0,1,1
9,Living Well,1.0,1,1
90,Environment & Natural Resources and Production,1.0,1,1
901,"People, Work & Living Conditions",1.0,1,1
902,"People, Work & Living Conditions",1.0,1,1
903,Learning & Education,1.0,1,1
904,Transports,1.0,1,1
905,Transports,1.0,3,1
907,Transports,1.0,1,1
908,"People, Work & Living Conditions",1.0,1,1
91,Environment & Natural Resources and Production,1.0,1,1
910,Environment & Natural Resources and Production,1.0,1,1
911,Environment & Natural Resources and Production,1.0,1,1
913,"People, Work & Living Conditions",1.0,1,1
914,"People, Work & Living Conditions",1.0,1,1
915,"People, Work & Living Conditions",1.0,1,1
916,Health & Safety,1.0,4,1
917,Health & Safety,1.0,1,1
918,Health & Safety,1.0,1,1
919,Health & Safety,1.0,2,1
92,Health & Safety,1.0,1,1
920,Environment & Natural Resources and Production,1.0,1,1
921,Environment & Natural Resources and Production,1.0,13,1
922,Transports,1.0,2,1
924,Money & Markets,1.0,1,1
925,Money & Markets,1.0,1,1
926,Environment & Natural Resources and Production,1.0,2,1
928,"People, Work & Living Conditions",1.0,5,1
929,"People, Work & Living Conditions",1.0,1,1
930,"People, Work & Living Conditions",1.0,1,1
931,"People, Work & Living Conditions",1.0,4,1
932,"People, Work & Living Conditions",1.0,2,1
933,"People, Work & Living Conditions",1.0,1,1
934,"People, Work & Living Conditions",1.0,1,1
935,Environment & Natural Resources and Production,1.0,1,1
937,Environment & Natural Resources and Production,1.0,1,1
939,Money & Markets,1.0,1,1
94,"People, Work & Living Conditions",1.0,2,1
940,Tech & Innovation,1.0,1,1
941,Tech & Innovation,1.0,1,1
942,Transports,1.0,1,1
943,"People, Work & Living Conditions",1.0,1,1
944,"People, Work & Living Conditions",1.0,2,1
945,Money & Markets,1.0,1,1
946,Environment & Natural Resources and Production,1.0,1,1
947,Tech & Innovation,1.0,1,1
948,Money & Markets,1.0,1,1
949,Environment & Natural Resources and Production,1.0,1,1
95,"People, Work & Living Conditions",1.0,2,1
950,Environment & Natural Resources and Production,1.0,1,1
951,Tech & Innovation,1.0,1,1
952,Environment & Natural Resources and Production,1.0,1,1
953,Learning & Education,1.0,1,1
954,Environment & Natural Resources and Production,1.0,1,1
956,"People, Work & Living Conditions",1.0,2,1
957,Health & Safety,1.0,1,1
958,Transports,1.0,1,1
959,Environment & Natural Resources and Production,1.0,1,1
96,Environment & Natural Resources and Production,1.0,1,1
960,"People, Work & Living Conditions",1.0,4,1
961,Money & Markets,1.0,1,1
962,Money & Markets,1.0,1,1
963,Tech & Innovation,1.0,2,1
964,Transports,1.0,3,1
965,Environment & Natural Resources and Production,1.0,1,1
966,Health & Safety,1.0,1,1
968,"People, Work & Living Conditions",1.0,1,1
969,"People, Work & Living Conditions",1.0,1,1
97,Health & Safety,1.0,2,1
970,Environment & Natural Resources and Production,1.0,1,1
971,Environment & Natural Resources and Production,1.0,1,1
972,Learning & Education,1.0,1,1
973,Transports,1.0,1,1
976,Health & Safety,1.0,1,1
977,Health & Safety,1.0,1,1
978,Health & Safety,1.0,2,1
979,Health & Safety,1.0,1,1
98,Health & Safety,1.0,1,1
981,Money & Markets,1.0,1,1
982,Transports,1.0,1,1
983,Environment & Natural Resources and Production,1.0,1,1
985,Learning & Education,1.0,1,1
986,Learning & Education,1.0,1,1
987,"People, Work & Living Conditions",1.0,3,1
988,"People, Work & Living Conditions",1.0,1,1
989,Transports,1.0,1,1
99,Health & Safety,1.0,1,1
990,Environment & Natural Resources and Production,1.0,2,1
991,Health & Safety,1.0,1,1
992,Environment & Natural Resources and Production,1.0,1,1
993,"People, Work & Living Conditions",1.0,3,1
994,Learning & Education,1.0,1,1
995,Learning & Education,1.0,1,1
996,Money & Markets,1.0,1,1
997,Transports,1.0,1,1
999,Learning & Education,1.0,1,1
