Time frequency,Unit of measure,Age class,Geopolitical entity (reporting)\Time,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,65 years or over,Luxembourg,:,:,:,:,:,:,:,30.8,:,:,:,33.3,:,:,:,:
Annual,Percentage,65 years or over,Latvia,:,:,:,16.9,:,:,:,15.7,17.8 d,19.1 d,18.1 d,15.2 d,14.0 p,13.1 p,9.3 p,11 p
Annual,Percentage,65 years or over,Montenegro,:,:,:,:,:,:,:,12.4,:,:,:,:,:,:,:,:
Annual,Percentage,65 years or over,North Macedonia,:,:,:,:,:,:,:,37.6,:,:,:,:,:,:,:,:
Annual,Percentage,65 years or over,Malta,27.4,20.2,13.9,10.0,15 u,16.1 u,17.8 u,20 u,21.1 u,24.1 u,10.8 u,12.9 u,12.0 p,14.2,16.7,18.7
Annual,Percentage,65 years or over,Netherlands,11.0,11.3,10.8,11.6,18.5,18.0,19.3,19.4,18.7,17.7,17.7,17.9,13.8 p,14.5 p,13.6 p,13.4 p
Annual,Percentage,65 years or over,Norway,:,19.2,20.6,19.6,20.1,18.0,18.3,17.5,21.1,19.6,19.7,20.2,15.9 dp,16.2 dp,16.5 dp,16.3 dp
Annual,Percentage,65 years or over,Poland,35.0,25.1,15.3,5.4,10.3,15.1,5.1 p,-4.9,-10.7,-16.5,-17.9,2.3,5.7,9.1,7.0,4.8
Annual,Percentage,65 years or over,Portugal,40.2,33.6,39.7,36.5,32.3,38.7,36.7,42.8,41.0,38.1,34.6,29.7,27.8 p,25.6 p,28 p,25.9 p
Annual,Percentage,65 years or over,Romania,5.3 d,7 d,8.7 d,28.1,25.6,23.0,20.5,18.0,8.9 e,0.3 e,-8.1 e,-16.8,-17.8 e,-17.8 e,-17.8 e,-17.8 e
Annual,Percentage,65 years or over,Serbia,:,:,:,:,:,:,:,27.0,:,:,:,-10.9,:,:,:,:
Annual,Percentage,65 years or over,Sweden,:,0.0,0.0,19.8,:,:,:,13.4,16.6,14.8,12.8,12.1,11.7,10.3,7.9,8.4
Annual,Percentage,65 years or over,Slovenia,12.4,6.2,0.0,7.3,3.2,-5.3,-3.6,4.3,3.6,6.6,6.1,2.7,5.1 p,3.9 p,2.2 p,9.3 p
Annual,Percentage,65 years or over,Slovakia,:,16.7,17.0,6.7,17.9,19.3,14.0,17.7,20.5,20.6,24.4,14.9,11.7,12.7,14.2,13.7
Annual,Percentage,65 years or over,Türkiye,:,:,:,:,:,:,:,25.7,:,:,:,:,:,:,:,:
Annual,Percentage,65 years or over,United Kingdom,27.8,22.0,27.2,28.1 b,28.7,30.7,27.0,26.2,28.4,26.2,24.8,23.6,:,:,:,:
Annual,Percentage,Less than 25 years,Albania,:,:,:,:,:,:,:,:,:,:,:,0.3,:,:,:,:
Annual,Percentage,Less than 25 years,Austria,:,:,:,8.6,:,:,:,8.7,:,:,:,7.7,:,:,:,:
Annual,Percentage,Less than 25 years,Belgium,3.0,3.0,2.9,3.0,1.9,0.5,-0.8,-2.3,-1.4,-0.8,0.0,1.0,0.9 p,0.4 p,-0.1 p,-0.2 p
Annual,Percentage,Less than 25 years,Bulgaria,6.2,6.0,6.5,5.8,5.9,7.8,6.8,6.7,8.4,8.0,8.0,8.0,8.2 p,6.6 p,6.2 p,7 p
Annual,Percentage,Less than 25 years,Switzerland,:,3.9 d,3.9 d,3.7,4.4,4.2,4.3,4.0,4.3,3.8,4.0,4.1,4.0 p,3.7 p,3.2 p,3.3 p
Annual,Percentage,Less than 25 years,Cyprus,:,11.4,7.8,6.2,6.3,5.1,4.6,5.4,6.0,8.4,10.8,13.3,13.9 p,14.9 p,16 p,17.1 p
Annual,Percentage,Less than 25 years,Czechia,:,12.1,10.3,7.6,8.7,9.8,11.7,12.4,12 d,11.3 d,11.1 d,10.4 d,9.5 d,5.7 d,4.2 d,6.9 dp
Annual,Percentage,Less than 25 years,Germany,:,:,:,2.3,:,:,:,5.9,:,:,:,6.0,:,:,:,1.3 b
Annual,Percentage,Less than 25 years,Denmark,:,6.1,4.0,5.3,5.6,6.3,5.8,5.6,5.9,6.2,5.8,4.7,4.4,4.4,5.2,5.6
Annual,Percentage,Less than 25 years,Estonia,:,:,:,:,:,:,:,:,:,:,:,12.2,:,:,:,:
Annual,Percentage,Less than 25 years,Greece,:,:,:,-8.0,:,:,:,-0.2,:,:,:,4.2,:,:,:,:
Annual,Percentage,Less than 25 years,Spain,6.5,7.9,5.5,4.8,5.9,8.3,7.3,5.7,9.2,4.7,4.1,1.7,-3.0,-3.8,-3.8,-3.8 p
Annual,Percentage,Less than 25 years,Finland,:,7.4,7.0,7.0,6.5,6.0,6.2,4.3,3.7,5.0,6.3,4.9,5.9,5.9,5.8,5.9 p
Annual,Percentage,Less than 25 years,France,:,:,-4.2,-6.9,-6.6,-5.7,-4.4,-3.8,-2.0,-0.2,1.7,3.5,3.7 p,2.5 p,2 p,1.3 p
Annual,Percentage,Less than 25 years,Croatia,:,:,:,6.3,:,:,0.2,2.7,:,4.4,5.0,3.5,4.3 p,5.7 p,3.9 p,2.5 p
Annual,Percentage,Less than 25 years,Hungary,0.1,0.5,-0.6,-1.1,4.1,4.5,2.8,8.2,3.3,3.7,3 b,7.9,8.1 b,7.1,7.0,7.3
Annual,Percentage,Less than 25 years,Ireland,:,-1.3,-0.3,0.8,-1.4,1.6,4.8,7.3,2.9 p,3 p,3 p,-5.3,-5.7 p,-2.3 p,-6.7 p,1.2
Annual,Percentage,Less than 25 years,Iceland,9.3,7.0,3.4,4.5,5.4,3.8,4.2,2.6,3.0,2.2,0.5,0.2,1.9 p,-0.5,1.2,0.7
Annual,Percentage,Less than 25 years,Italy,2.1,2.0,6.7,5.3,5.0,8.2,12.5,8.7,10.7 p,16 p,15.8 p,4.9,3.6 p,4.5 p,3 p,2.7 p
Annual,Percentage,Less than 25 years,Lithuania,19.2,16.5,10.2,9.8 b,6.2,7.4,8.4,10.5,14.2,14.6,13.3,13.3,11.3 p,13.6 p,12.8 p,12.4 p
Annual,Percentage,Less than 25 years,Luxembourg,-5.0,-5.4,-5.8,-6.2,:,:,:,-4.4,:,:,:,-6.1,:,:,:,:
Annual,Percentage,Less than 25 years,Latvia,:,:,:,6.7,:,:,:,14.0,12.2 d,11.6 d,11.5 d,10.3 d,10.6 p,11.8 p,8.4 p,11.1 p
Annual,Percentage,Less than 25 years,Montenegro,:,:,:,:,:,:,:,4.6,:,:,:,:,:,:,:,:
Annual,Percentage,Less than 25 years,North Macedonia,:,:,:,:,:,:,:,3.5,:,:,:,:,:,:,:,:
Annual,Percentage,Less than 25 years,Malta,-2.7,-1.4,-1.8,-3.2,0.6,1.0,1.1,0.5,0.6,2.7,2.8,2.6,4.2 p,7.4,12.0,15.7
Annual,Percentage,Less than 25 years,Netherlands,0.7,0.8,0.7,-0.3,2.1,1.7,1.2,0.6,2.2,2.1,0.6,-0.5,2.3 p,1.9 p,2.3 p,2.5 p
Annual,Percentage,Less than 25 years,Norway,:,7.4,6.7,6.5,6.0,4.9,4.8,4.0,2.4,1.7,1.8,1.1,0.7 dp,0.3 dp,2.0 dp,2.7 dp
Annual,Percentage,Less than 25 years,Poland,12.6,9.6,6.5,3.5,4.7,5.8,7.3 p,8.8,8.0,7.3,7.1,9.8,9.0,8.2,7.2,6.1
Annual,Percentage,Less than 25 years,Portugal,-0.5,5.2,2.4,4.9,6.2,6.4,8.6,7.2,6.8,3.4,5.0,3.1,6.0 p,7.8 p,7.7 p,6.7 p
Annual,Percentage,Less than 25 years,Romania,1.9 d,1.8 d,1.9 d,1.7,1.0,0.4,-0.4,-1.1,0.6 e,2.2 e,3.9 e,5.6,5.4 e,5.4 e,5.4 e,5.4 e
Annual,Percentage,Less than 25 years,Serbia,:,:,:,:,:,:,:,6.7,:,:,:,5.4,:,:,:,:
Annual,Percentage,Less than 25 years,Sweden,:,6.8,5.3,6.5,5.9,5.9,5.4,5.3,6.2,4.8,5.6,6.0,5.1,5.6,5.2,5.2
Annual,Percentage,Less than 25 years,Slovenia,-4.0,-4.9,-10.6,-7.1,-3.2,-0.5,3.6,5.9,8.2,7.7,7.4,9.8,9.1 p,3.8 p,5 p,10 p
Annual,Percentage,Less than 25 years,Slovakia,:,9.5,8.7,7.3,10.1,12.1,9.5,11.5,12.3,11.1,12.8,12.3,10.4,6.9,6.7,8.0
Annual,Percentage,Less than 25 years,Türkiye,:,:,:,:,:,:,:,-2.9,:,:,:,:,:,:,:,:
Annual,Percentage,Less than 25 years,United Kingdom,4.0,3.7,4.7,7.4 b,4.9,4.5,5.5,4.4,6.5,5.1,6.4,5.3,:,:,:,:
