cluster,cluster_majority_domain,cluster_purity,cluster_n_gt_measures,cluster_n_domains
606,Environment & Natural Resources and Production,1.0,1,1
609,Environment & Natural Resources and Production,1.0,1,1
61,"People, Work & Living Conditions",1.0,3,1
610,"People, Work & Living Conditions",1.0,1,1
611,Learning & Education,1.0,1,1
614,Learning & Education,1.0,1,1
615,"People, Work & Living Conditions",1.0,1,1
617,Health & Safety,1.0,1,1
62,Environment & Natural Resources and Production,1.0,6,1
620,Money & Markets,1.0,6,1
623,"People, Work & Living Conditions",1.0,1,1
624,Environment & Natural Resources and Production,1.0,4,1
626,Money & Markets,1.0,1,1
627,Money & Markets,1.0,1,1
630,Learning & Education,1.0,2,1
632,Money & Markets,1.0,1,1
633,Money & Markets,1.0,1,1
637,"People, Work & Living Conditions",1.0,1,1
639,"People, Work & Living Conditions",1.0,1,1
640,"People, Work & Living Conditions",1.0,2,1
642,"People, Work & Living Conditions",1.0,3,1
645,Environment & Natural Resources and Production,1.0,2,1
646,Environment & Natural Resources and Production,1.0,2,1
65,Environment & Natural Resources and Production,1.0,2,1
651,Environment & Natural Resources and Production,1.0,1,1
658,"People, Work & Living Conditions",1.0,1,1
659,Environment & Natural Resources and Production,1.0,1,1
66,Environment & Natural Resources and Production,1.0,1,1
660,Learning & Education,1.0,1,1
663,Money & Markets,1.0,1,1
665,Transports,1.0,2,1
667,Health & Safety,1.0,3,1
67,Transports,1.0,9,1
672,Tech & Innovation,1.0,1,1
675,Environment & Natural Resources and Production,1.0,1,1
676,Environment & Natural Resources and Production,1.0,1,1
678,Environment & Natural Resources and Production,1.0,1,1
69,Environment & Natural Resources and Production,1.0,1,1
692,Money & Markets,1.0,1,1
693,Money & Markets,1.0,1,1
694,Money & Markets,1.0,1,1
696,Environment & Natural Resources and Production,1.0,1,1
697,Money & Markets,1.0,1,1
698,Environment & Natural Resources and Production,1.0,1,1
699,"People, Work & Living Conditions",1.0,12,1
7,Environment & Natural Resources and Production,1.0,1,1
700,"People, Work & Living Conditions",1.0,4,1
701,Learning & Education,1.0,1,1
703,Learning & Education,1.0,1,1
704,Money & Markets,1.0,8,1
705,"People, Work & Living Conditions",1.0,1,1
706,"People, Work & Living Conditions",1.0,1,1
708,Health & Safety,1.0,1,1
709,Money & Markets,1.0,1,1
71,Environment & Natural Resources and Production,1.0,1,1
715,Environment & Natural Resources and Production,1.0,7,1
716,"People, Work & Living Conditions",1.0,6,1
717,Environment & Natural Resources and Production,1.0,1,1
72,Transports,1.0,1,1
721,Transports,1.0,5,1
722,Transports,1.0,1,1
723,Money & Markets,1.0,1,1
724,Transports,1.0,2,1
725,Transports,1.0,1,1
727,Money & Markets,1.0,3,1
729,Money & Markets,1.0,1,1
73,Environment & Natural Resources and Production,1.0,1,1
730,Money & Markets,1.0,2,1
732,Environment & Natural Resources and Production,1.0,1,1
733,Learning & Education,1.0,2,1
735,Learning & Education,1.0,1,1
738,Environment & Natural Resources and Production,1.0,1,1
740,Environment & Natural Resources and Production,1.0,1,1
741,Environment & Natural Resources and Production,1.0,1,1
743,Environment & Natural Resources and Production,1.0,2,1
744,Environment & Natural Resources and Production,1.0,1,1
745,Environment & Natural Resources and Production,1.0,1,1
747,Environment & Natural Resources and Production,1.0,1,1
75,Transports,1.0,1,1
751,Money & Markets,1.0,1,1
752,Money & Markets,1.0,1,1
753,Money & Markets,1.0,1,1
754,Tech & Innovation,1.0,2,1
755,Money & Markets,1.0,7,1
756,Money & Markets,1.0,2,1
757,Money & Markets,1.0,4,1
758,Money & Markets,1.0,1,1
759,Money & Markets,1.0,1,1
762,Money & Markets,1.0,1,1
763,Money & Markets,0.9310344827586207,29,2
764,Transports,1.0,7,1
766,Living Well,1.0,2,1
767,Money & Markets,1.0,18,1
769,Money & Markets,1.0,1,1
771,Money & Markets,1.0,1,1
772,Money & Markets,1.0,1,1
774,Money & Markets,1.0,1,1
776,Money & Markets,1.0,1,1
777,Money & Markets,1.0,1,1
780,Money & Markets,1.0,1,1
791,Transports,1.0,2,1
793,Health & Safety,1.0,2,1
794,Health & Safety,1.0,3,1
795,Health & Safety,1.0,1,1
8,Money & Markets,1.0,1,1
80,"People, Work & Living Conditions",1.0,1,1
800,Health & Safety,1.0,6,1
804,Tech & Innovation,1.0,1,1
806,Tech & Innovation,1.0,2,1
809,Learning & Education,1.0,1,1
81,Environment & Natural Resources and Production,1.0,2,1
817,Health & Safety,1.0,1,1
825,Learning & Education,1.0,16,1
828,"People, Work & Living Conditions",1.0,1,1
829,Money & Markets,1.0,8,1
832,"People, Work & Living Conditions",1.0,1,1
833,Environment & Natural Resources and Production,1.0,2,1
834,Money & Markets,1.0,1,1
836,Money & Markets,1.0,1,1
837,Tech & Innovation,0.6666666666666666,3,2
84,Environment & Natural Resources and Production,1.0,1,1
841,"People, Work & Living Conditions",1.0,1,1
842,Money & Markets,1.0,1,1
843,"People, Work & Living Conditions",1.0,1,1
844,Tech & Innovation,1.0,1,1
847,"People, Work & Living Conditions",1.0,1,1
848,"People, Work & Living Conditions",1.0,1,1
849,"People, Work & Living Conditions",1.0,10,1
850,"People, Work & Living Conditions",1.0,2,1
851,Tech & Innovation,1.0,1,1
856,"People, Work & Living Conditions",1.0,1,1
86,"People, Work & Living Conditions",1.0,4,1
863,Environment & Natural Resources and Production,1.0,1,1
865,Environment & Natural Resources and Production,1.0,1,1
866,Money & Markets,1.0,6,1
87,Environment & Natural Resources and Production,1.0,1,1
873,Environment & Natural Resources and Production,1.0,1,1
875,Money & Markets,1.0,8,1
879,"People, Work & Living Conditions",1.0,8,1
88,Environment & Natural Resources and Production,1.0,1,1
882,"People, Work & Living Conditions",1.0,2,1
883,"People, Work & Living Conditions",1.0,1,1
884,"People, Work & Living Conditions",1.0,2,1
886,"People, Work & Living Conditions",1.0,1,1
888,Health & Safety,1.0,1,1
890,"People, Work & Living Conditions",1.0,1,1
891,Tech & Innovation,1.0,1,1
892,"People, Work & Living Conditions",1.0,1,1
893,"People, Work & Living Conditions",1.0,1,1
895,"People, Work & Living Conditions",1.0,3,1
896,"People, Work & Living Conditions",1.0,1,1
899,Environment & Natural Resources and Production,1.0,1,1
901,Health & Safety,1.0,1,1
903,Tech & Innovation,1.0,15,1
907,Tech & Innovation,1.0,1,1
908,Tech & Innovation,1.0,2,1
910,Money & Markets,1.0,1,1
92,Environment & Natural Resources and Production,1.0,1,1
920,"People, Work & Living Conditions",1.0,2,1
921,Health & Safety,1.0,2,1
922,Transports,1.0,1,1
93,"People, Work & Living Conditions",1.0,1,1
930,Health & Safety,1.0,1,1
936,Health & Safety,1.0,2,1
938,Money & Markets,1.0,2,1
941,Money & Markets,1.0,1,1
942,Money & Markets,1.0,1,1
943,Money & Markets,1.0,3,1
946,Money & Markets,1.0,1,1
95,Environment & Natural Resources and Production,1.0,1,1
951,Tech & Innovation,1.0,1,1
954,Money & Markets,1.0,1,1
958,Tech & Innovation,1.0,1,1
959,Tech & Innovation,1.0,1,1
96,Environment & Natural Resources and Production,1.0,1,1
960,Money & Markets,1.0,2,1
961,Environment & Natural Resources and Production,1.0,1,1
962,Money & Markets,1.0,1,1
965,"People, Work & Living Conditions",1.0,1,1
966,"People, Work & Living Conditions",1.0,1,1
967,Money & Markets,1.0,1,1
969,"People, Work & Living Conditions",1.0,1,1
97,Money & Markets,1.0,1,1
971,Learning & Education,1.0,1,1
974,"People, Work & Living Conditions",1.0,2,1
975,Money & Markets,1.0,1,1
978,Money & Markets,1.0,1,1
985,Money & Markets,0.5555555555555556,9,2
987,"People, Work & Living Conditions",1.0,2,1
99,"People, Work & Living Conditions",1.0,1,1
990,Tech & Innovation,1.0,1,1
994,"People, Work & Living Conditions",1.0,2,1
996,Environment & Natural Resources and Production,1.0,1,1
998,Environment & Natural Resources and Production,1.0,1,1
999,Environment & Natural Resources and Production,1.0,1,1
